areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11
Bensonhurst,Brooklyn,neighborhood,,,,,,789000.000,649000.000,628500.000,479000.000,479000.000,739500.000,497000.000,499000.000,490000.000,539000.000,499000.000,529000.000,624999.000,632000.000,659000.000,688000.000,625000.000,698000.000,698000.000,739000.000,739000.000,719000.000,699000.000,691500.000,630000.000,634500.000,634500.000,634000.000,663500.000,607000.000,663500.000,663500.000,633500.000,574000.000,574500.000,584500.000,589000.000,559000.000,599500.000,725000.000,925000.000,833750.000,904000.000,904000.000,995000.000,996500.000,929000.000,749000.000,675000.000,675000.000,629500.000,629500.000,672000.000,640000.000,619000.000,629500.000,654500.000,937000.000,735000.000,875000.000,875000.000,936500.000,875000.000,875000.000,769500.000,800000.000,792000.000,942500.000,1128900.000,979000.000,1199000.000,1249500.000,1100000.000,1150000.000,1099000.000,1149500.000,1149500.000,1299000.000,1450000.000,1288000.000,1070000.000,1090000.000,1198000.000,1168500.000,1149000.000,1199000.000,1230000.000,1200000.000,1199000.000,1199000.000,1199000.000,1228000.000,1309500.000,1230000.000,1228000.000,1164944.000,1099944.000,1164944.000,1290000.000,1290000.000,1289000.000,1290000.000,1290000.000,1253500.000,1249500.000,1299000.000,1298500.000,1299000.000,1299000.000,1299500.000,1299000.000,1295000.000,1295000.000,1289000.000,1280000.000,1250000.000,1254000.000,1150000.000,1150000.000,1095000.000,1095000.000,1100000.000,1100000.000,1193000.000,1184000.000,1250000.000,1298500.000,1274500.000,1320000.000,1299000.000,1368500.000,1309500.000,1290000.000,1294500.000,1294500.000,1300000.000,1289000.000,1398000.000,1398000.000,1399500.000,1289000.000,1397000.000,1392500.000,1250000.000,1269000.000,1149000.000,1170000.000,1288000.000,1289000.000,1338000.000,1134000.000,1084500.000,999000.000,1085000.000,1250000.000,1350000.000,1398500.000,1499000.000,1399000.000,1472000.000,1579000.000,1515000.000
Bergen Beach,Brooklyn,neighborhood,689000.000,599000.000,599000.000,599000.000,599000.000,599000.000,572000.000,572000.000,572000.000,545000.000,572000.000,599000.000,599000.000,599000.000,545000.000,545000.000,564000.000,599000.000,564000.000,484000.000,439000.000,405000.000,439000.000,439000.000,,405000.000,427000.000,,,,,,494500.000,494500.000,,,,559000.000,539000.000,,569000.000,577000.000,577000.000,590000.000,577000.000,519500.000,484500.000,519500.000,539500.000,539000.000,540000.000,617000.000,649000.000,529000.000,499000.000,496950.000,499500.000,509500.000,521500.000,500000.000,500000.000,487000.000,514500.000,540000.000,616500.000,688750.000,699000.000,729000.000,739000.000,699000.000,689000.000,724000.000,704500.000,700000.000,699500.000,679000.000,684000.000,674000.000,649000.000,637000.000,649000.000,649500.000,659500.000,674000.000,684000.000,679000.000,669000.000,723000.000,724000.000,694000.000,725000.000,720000.000,719000.000,699999.000,642000.000,705000.000,659000.000,639000.000,657000.000,679000.000,679000.000,684000.000,679000.000,719000.000,710000.000,734000.000,719000.000,744000.000,754000.000,754000.000,769000.000,782000.000,789000.000,794000.000,789000.000,789000.000,774000.000,779000.000,799000.000,787000.000,774000.000,779000.000,799000.000,799000.000,818000.000,823000.000,799000.000,794500.000,818000.000,858000.000,835000.000,831500.000,831500.000,831500.000,835000.000,858000.000,822500.000,849999.000,835000.000,819000.000,799000.000,809000.000,848500.000,849000.000,849000.000,938000.000,925000.000,925000.000,925000.000,889000.000,889000.000,849000.000,799000.000,786000.000,782000.000,757000.000,765000.000,765000.000,788000.000,765000.000,808500.000,818000.000,835000.000,819500.000,799000.000,799000.000,797500.000
Boerum Hill,Brooklyn,neighborhood,1150000.000,949500.000,1150000.000,1150000.000,983500.000,978000.000,750000.000,744000.000,725000.000,707000.000,725000.000,689000.000,650000.000,650000.000,650000.000,694000.000,739250.000,799000.000,734000.000,699000.000,694000.000,669500.000,724000.000,799000.000,929000.000,929000.000,962500.000,946000.000,899000.000,1262500.000,1215000.000,1250000.000,1262500.000,1275000.000,900000.000,900000.000,819000.000,1535000.000,1995000.000,899000.000,1885000.000,944500.000,919000.000,880000.000,895000.000,850000.000,1002500.000,874500.000,860000.000,969000.000,995000.000,980000.000,1312500.000,1370000.000,1172500.000,1080000.000,1195000.000,1280000.000,1287500.000,1615000.000,1915000.000,1585000.000,1612500.000,2067500.000,2145000.000,2340000.000,2450000.000,2305000.000,2260000.000,2112500.000,2200000.000,2112500.000,1962500.000,1887500.000,1865000.000,1849000.000,1857000.000,1870000.000,1857500.000,1850000.000,1857500.000,1865000.000,1895000.000,1895000.000,1910000.000,1900000.000,1910000.000,1995000.000,1962500.000,1920000.000,1875000.000,1987500.000,2045000.000,1995000.000,1995000.000,1957500.000,2247500.000,2200000.000,1849500.000,1945000.000,2375000.000,2237500.000,2335000.000,2247500.000,1950000.000,1772000.000,1649000.000,1985000.000,1897500.000,1897500.000,1499000.000,1900000.000,1812500.000,1887500.000,1900000.000,1887500.000,1810000.000,1875000.000,1745000.000,1785000.000,1612500.000,1625000.000,1562500.000,1625000.000,1600000.000,1922500.000,2072000.000,1995000.000,1795000.000,1612500.000,1612500.000,1612500.000,1600000.000,1595000.000,1600000.000,1647500.000,1675000.000,1672500.000,1550000.000,1550000.000,1595000.000,1572500.000,1572500.000,1525000.000,1572500.000,1642500.000,1525000.000,1525000.000,1687500.000,1868750.000,1862500.000,1837500.000,1796500.000,1837500.000,2195000.000,2397000.000,2499000.000,2662500.000,2312500.000,2100000.000,2100000.000,2037500.000,2150000.000,2499000.000,3000000.000,2795000.000,2637500.000
Borough Park,Brooklyn,neighborhood,,,,,,,,,729000.000,,,764500.000,,800000.000,800000.000,825000.000,825000.000,812500.000,879000.000,812500.000,904000.000,914000.000,929000.000,865000.000,904000.000,929000.000,929000.000,864000.000,929000.000,944000.000,874000.000,949000.000,849000.000,849000.000,849000.000,849000.000,849000.000,698944.000,699000.000,718500.000,849000.000,849000.000,849000.000,,,,,,,799000.000,749000.000,,,,,,,,,,,,,,,,,,974000.000,1136500.000,911000.000,,,849000.000,1039000.000,1039000.000,1039000.000,1249500.000,1249500.000,1375000.000,1350000.000,1317500.000,1335000.000,1199499.000,1199000.000,1300000.000,1300000.000,1388000.000,1294500.000,1398500.000,1399000.000,1398000.000,1349999.000,1300000.000,1300000.000,1389500.000,1450000.000,1450000.000,1399000.000,1380000.000,1299000.000,1348200.000,1350000.000,1324100.000,1364500.000,1379000.000,1399000.000,1345000.000,1347500.000,1389000.000,1390000.000,1392500.000,1390000.000,1389000.000,1377000.000,1330000.000,1380000.000,1390000.000,1390000.000,1298000.000,1284000.000,1260000.000,1260000.000,1260000.000,1288000.000,1288000.000,1250000.000,1239000.000,1239000.000,1288000.000,1250000.000,1250000.000,1249000.000,1249000.000,1230000.000,1200000.000,1099999.000,1044500.000,1249000.000,1249500.000,899000.000,848000.000,899000.000,925000.000,925000.000,899999.000,972500.000,874375.000,1164500.000,1150000.000,1175000.000,1190000.000,1169500.000,966749.000,1199000.000,1199000.000,1074500.000,923500.000,911750.000,899000.000,923500.000,1150000.000,1199000.000,1190000.000,1041750.000,1150000.000,1195000.000
Briarwood,Queens,neighborhood,199000.000,302000.000,300500.000,306000.000,310000.000,300500.000,296500.000,289700.000,289700.000,287350.000,296500.000,300500.000,302000.000,315500.000,300500.000,249000.000,249000.000,249000.000,231000.000,206000.000,215500.000,199000.000,206000.000,213000.000,199000.000,199000.000,199000.000,199000.000,199000.000,159000.000,159000.000,157500.000,155000.000,155000.000,152000.000,157000.000,149000.000,157000.000,181750.000,184900.000,176750.000,169000.000,159000.000,159000.000,164000.000,149000.000,152000.000,149000.000,149500.000,162500.000,165000.000,170250.000,171500.000,167000.000,179000.000,179000.000,179000.000,179000.000,179000.000,179000.000,189000.000,179000.000,169900.000,179000.000,179000.000,182000.000,179000.000,175000.000,179000.000,177500.000,172450.000,175000.000,180000.000,180000.000,216900.000,217000.000,219000.000,219000.000,229000.000,236940.000,235000.000,229000.000,224888.000,229000.000,229000.000,215000.000,242000.000,379000.000,495000.000,309500.000,243000.000,259000.000,297500.000,300000.000,275000.000,229000.000,210000.000,210000.000,229000.000,215000.000,229500.000,490000.000,372000.000,299000.000,305000.000,279000.000,280000.000,385000.000,464000.000,459000.000,459000.000,344000.000,325000.000,325000.000,459000.000,423500.000,325000.000,325000.000,325000.000,335000.000,345000.000,330000.000,342500.000,330000.000,299000.000,320000.000,299900.000,279500.000,299000.000,299945.000,299945.000,299945.000,299995.000,309500.000,304500.000,307000.000,299945.000,302495.000,299945.000,299000.000,297000.000,299000.000,299450.000,295000.000,269000.000,274000.000,265000.000,253888.000,239000.000,230000.000,265000.000,243500.000,265000.000,239000.000,227000.000,229500.000,251944.000,246944.000,259450.000,280000.000,279000.000,282000.000,265000.000,284500.000,288944.000,291500.000,295000.000
Brighton Beach,Brooklyn,neighborhood,515000.000,525000.000,499000.000,499500.000,519000.000,509500.000,499500.000,551500.000,500000.000,517500.000,517500.000,499000.000,499000.000,499000.000,554000.000,554000.000,554000.000,554000.000,554000.000,549000.000,524000.000,549000.000,499000.000,469000.000,439900.000,454450.000,429950.000,575000.000,577000.000,582000.000,582000.000,564000.000,554000.000,569000.000,523500.000,519000.000,549500.000,569000.000,569000.000,529500.000,524000.000,519000.000,519000.000,529000.000,519000.000,499000.000,489000.000,489000.000,527500.000,499000.000,530000.000,549500.000,512000.000,499000.000,569000.000,567000.000,567000.000,599000.000,594000.000,589000.000,579500.000,589000.000,589000.000,599450.000,605000.000,698000.000,657500.000,688500.000,698000.000,688500.000,704500.000,622500.000,615000.000,664500.000,612500.000,635000.000,629500.000,689000.000,689000.000,699000.000,667500.000,689000.000,634750.000,630000.000,649000.000,634750.000,625000.000,630000.000,639750.000,635000.000,660000.000,649000.000,635000.000,717500.000,670500.000,679500.000,649000.000,689250.000,677000.000,682000.000,630000.000,599000.000,601000.000,611000.000,614000.000,649000.000,649500.000,650000.000,629000.000,629000.000,594500.000,579000.000,629000.000,629000.000,629000.000,629000.000,625000.000,649250.000,639000.000,674250.000,645000.000,637000.000,642500.000,645000.000,634500.000,639000.000,577000.000,579000.000,570000.000,569000.000,565000.000,517000.000,519000.000,585000.000,639000.000,679000.000,679000.000,679000.000,699000.000,689500.000,659000.000,639000.000,626000.000,559000.000,536500.000,498000.000,499000.000,535000.000,524000.000,475000.000,499000.000,499000.000,567500.000,530000.000,529000.000,538000.000,534000.000,534000.000,610000.000,667000.000,637000.000,624000.000,619000.000,619000.000,689000.000,689000.000,689000.000
Bronx,Bronx,borough,285000.000,285000.000,299000.000,295000.000,295000.000,289000.000,285000.000,280000.000,275000.000,259000.000,259500.000,260000.000,265000.000,265000.000,270000.000,270000.000,269000.000,269000.000,265000.000,260000.000,260000.000,260000.000,265000.000,259900.000,250000.000,249000.000,245000.000,249000.000,250000.000,249000.000,249000.000,249000.000,249000.000,245000.000,245000.000,239450.000,239000.000,239000.000,239000.000,240000.000,240000.000,244000.000,240000.000,249450.000,250000.000,250000.000,255000.000,259000.000,259950.000,249900.000,250000.000,250000.000,264000.000,259450.000,269000.000,279000.000,279000.000,279000.000,279000.000,275000.000,275000.000,285000.000,279999.000,279500.000,275000.000,275000.000,275000.000,279000.000,279250.000,284000.000,289000.000,285000.000,288750.000,299000.000,299450.000,314750.000,339000.000,339000.000,329000.000,339000.000,342500.000,342500.000,339000.000,345000.000,340000.000,340000.000,327000.000,327000.000,339000.000,399900.000,399999.000,422500.000,389000.000,399000.000,399000.000,410000.000,419450.000,419000.000,426000.000,439000.000,450000.000,450000.000,460000.000,450000.000,459500.000,460000.000,459000.000,479000.000,481000.000,499000.000,496500.000,499000.000,499000.000,499000.000,499000.000,514900.000,499000.000,499000.000,489000.000,490000.000,489000.000,479000.000,485000.000,455000.000,455000.000,449900.000,410000.000,412500.000,400000.000,419999.000,429000.000,417000.000,419000.000,429000.000,449000.000,449000.000,433500.000,427000.000,436680.000,438680.000,400000.000,395000.000,375000.000,373495.000,365000.000,365000.000,352500.000,349000.000,356500.000,371000.000,375000.000,375000.000,395000.000,369000.000,362000.000,382000.000,364500.000,360000.000,350000.000,329250.000,339000.000,339000.000,329000.000,340000.000,355000.000,375000.000,375007.000
Bronxwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204000.000,209000.000,209000.000,,,,,,,,,,,,,,,,,,,,,,,175000.000,184500.000,279000.000,279000.000,224000.000,169000.000,159999.000,169000.000,272500.000,315000.000,315000.000,315000.000,,357000.000,314500.000,,,,,,172250.000,175000.000,212450.000,199900.000,144500.000,135000.000,165000.000,165000.000,174450.000,167000.000,385000.000,168000.000,171000.000,187450.000,219450.000,199900.000,304950.000,337450.000,370000.000,370000.000,437500.000,449500.000,419000.000,407000.000,409000.000,419000.000,399000.000,370000.000,,227250.000,,,179000.000,239250.000,239900.000,,239450.000,261000.000,272000.000,332450.000,469949.000,469949.000,339900.000,332450.000,325000.000,269000.000,297000.000,254500.000,,,,,,,,272450.000,287500.000,,,,299450.000,232250.000,229000.000,227000.000,215000.000,235000.000,230000.000,230000.000,225000.000,235000.000,235000.000,269000.000,232500.000,235000.000,232500.000,235000.000,270000.000,235000.000,,212000.000,209000.000,,,,,,,222000.000,235000.000,315000.000,337000.000,337000.000,299999.000
Brooklyn,Brooklyn,borough,565000.000,565000.000,559000.000,559000.000,549000.000,539000.000,529000.000,519000.000,515000.000,519000.000,513500.000,519000.000,510000.000,515000.000,519000.000,519000.000,525000.000,519000.000,500000.000,499000.000,500000.000,519860.000,525000.000,525000.000,535000.000,535000.000,539500.000,549000.000,559000.000,549000.000,549000.000,549000.000,549000.000,549000.000,549000.000,535000.000,525000.000,539000.000,550000.000,569000.000,575000.000,569000.000,569500.000,598500.000,620750.000,650000.000,679000.000,659000.000,665000.000,659888.000,675000.000,699000.000,699000.000,725000.000,728944.000,725000.000,799000.000,799000.000,799000.000,802500.000,799000.000,819000.000,839000.000,849000.000,875000.000,880000.000,895000.000,888000.000,915000.000,911960.000,930000.000,948000.000,949000.000,932400.000,949000.000,950000.000,969000.000,974000.000,975000.000,970000.000,975000.000,974000.000,969000.000,970000.000,929977.000,933426.000,939000.000,959250.000,950000.000,950000.000,946100.000,925000.000,950000.000,950000.000,950000.000,950000.000,949000.000,949000.000,950000.000,975000.000,990000.000,979000.000,959000.000,949000.000,950000.000,950000.000,949000.000,939000.000,912500.000,920000.000,937525.000,959000.000,975000.000,975000.000,959000.000,949000.000,949000.000,949000.000,949000.000,932000.000,922500.000,900000.000,925000.000,920000.000,925000.000,942000.000,949000.000,949000.000,951500.000,950000.000,950000.000,942000.000,899000.000,899000.000,899999.000,919499.000,933500.000,925000.000,900000.000,899999.000,925000.000,935000.000,930000.000,899888.000,899000.000,925000.000,950000.000,966500.000,980000.000,995000.000,950000.000,928000.000,949000.000,950000.000,949000.000,925000.000,899900.000,899400.000,939000.000,974999.000,995000.000,998000.000,998000.000,995000.000,999000.000,1080000.000,1085000.000
Brooklyn Heights,Brooklyn,neighborhood,750000.000,750000.000,700000.000,725000.000,695000.000,650000.000,650000.000,599500.000,599500.000,595000.000,595000.000,537000.000,522500.000,544000.000,650000.000,650000.000,757000.000,765000.000,704500.000,757000.000,755000.000,719088.000,719175.000,719175.000,775000.000,880000.000,893000.000,850000.000,895000.000,880000.000,964500.000,945000.000,952500.000,955000.000,995000.000,1100000.000,970000.000,1045000.000,1045000.000,925000.000,830000.000,835000.000,762500.000,750000.000,817000.000,895000.000,999000.000,984000.000,1100000.000,942000.000,875000.000,890000.000,920000.000,1000000.000,994250.000,1210000.000,1334500.000,1275000.000,1299500.000,1498000.000,1474000.000,1450000.000,1200000.000,1350000.000,1477000.000,1772500.000,1775000.000,1895000.000,1322500.000,1200000.000,1300000.000,1385000.000,1549000.000,1425000.000,1550000.000,1425000.000,1335000.000,1450000.000,1700000.000,1995000.000,1860000.000,1825000.000,1995000.000,2485000.000,2490000.000,2050000.000,1525000.000,1695000.000,1695000.000,1647000.000,1490000.000,1590000.000,1499500.000,1472500.000,1590000.000,1810000.000,1825000.000,1895000.000,1999000.000,2097000.000,1895000.000,2186500.000,1999000.000,1950000.000,1999000.000,1825000.000,1699995.000,1906250.000,2250000.000,1799000.000,1895000.000,1995000.000,2150000.000,2150000.000,2095000.000,1990000.000,1995000.000,1999500.000,1895000.000,1897000.000,1995000.000,2037000.000,2095000.000,2225000.000,2250000.000,2090000.000,1595000.000,1590000.000,1582500.000,1575000.000,1575000.000,1500000.000,1544000.000,1500000.000,1495000.000,1545000.000,1562500.000,1800000.000,1590000.000,1495000.000,1395000.000,1395000.000,1497500.000,1812000.000,1850000.000,1337500.000,1750000.000,2195000.000,1995000.000,1850000.000,1722500.000,1342750.000,1399000.000,1573950.000,1724000.000,1722450.000,1486500.000,1595000.000,1547500.000,1850000.000,1812500.000,2150000.000,2350000.000,2322500.000,2175000.000,2175000.000,2125000.000
Brookville,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630000.000,649000.000,725000.000,,,,,,,,,,799000.000,,794000.000,799000.000,575000.000,580000.000,667000.000,,,,638500.000,678750.000,719000.000,678750.000,729990.000,729990.000,734000.000,,,849500.000,799000.000,899999.000,849500.000,799000.000,799000.000,849999.000,887500.000,649000.000,849500.000,849500.000,864999.000,,,,,,,,,,,,,,,,,,,,879999.000,828000.000,,1050000.000,1050000.000,,776000.000,828000.000,879999.000,828000.000,927500.000,,,,834500.000,879999.000
Brownsville,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,450000.000,450000.000,445000.000,445000.000,440000.000,422500.000,445000.000,397000.000,389000.000,379000.000,,,,,,,,399000.000,,,,,,,,,,,,499000.000,499000.000,499000.000,499000.000,487000.000,512000.000,499000.000,499000.000,489500.000,480000.000,520000.000,500000.000,480000.000,464500.000,449000.000,522500.000,550000.000,525000.000,537500.000,550000.000,610000.000,599000.000,599000.000,550000.000,489000.000,534500.000,619500.000,649000.000,524000.000,519000.000,569500.000,524000.000,549000.000,625000.000,642000.000,679500.000,724500.000,749000.000,599000.000,599000.000,659000.000,749000.000,679000.000,669000.000,603500.000,679000.000,699000.000,729000.000,739000.000,659000.000,659000.000,679500.000,654000.000,649000.000,644500.000,700000.000,700000.000,669000.000,659000.000,737050.000,715000.000,839000.000,779000.000,839000.000,819000.000,765000.000,749000.000,750000.000,779000.000,799000.000,774500.000,789500.000,777500.000,777500.000,789500.000,774500.000,704500.000,849000.000,799000.000,849500.000,799000.000,764000.000,837000.000,895000.000,824000.000,849500.000,900000.000,900000.000,900000.000,830000.000,895000.000,900000.000,774000.000,759500.000,799000.000,874000.000,949900.000,975000.000,949900.000,907000.000,879000.000,874500.000,879000.000,849000.000,795000.000,725000.000,650000.000,795000.000,723500.000,795000.000,748000.000,723500.000,787500.000,775000.000,885000.000,899000.000,929999.000,850000.000,829000.000,769900.000,793500.000,767450.000
